text,label
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=9271,spam
Congratulations! You've won a prize worth $7159. Claim now at http://bit.ly/prize298,spam
Congratulations! You've won a prize worth $5876. Claim now at http://bit.ly/prize299,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=5687,spam
Click here to claim your free gift: http://freegift.com/offer9109. Limited time offer!,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=3013,spam
Click here to claim your free gift: http://freegift.com/offer3838. Limited time offer!,spam
Click here to claim your free gift: http://freegift.com/offer5293. Limited time offer!,spam
Congratulations! You've won a prize worth $2726. Claim now at http://bit.ly/prize305,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=1720,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=6143,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=2063,spam
Congratulations! You've won a prize worth $5949. Claim now at http://bit.ly/prize309,spam
Exclusive offer! Get 50% off all products. Use code SALE1225 at checkout. Shop now: http://shop.deals/offer9351,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=1446,spam
Congratulations! You've won a prize worth $7906. Claim now at http://bit.ly/prize312,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide313,spam
Exclusive offer! Get 50% off all products. Use code SALE1093 at checkout. Shop now: http://shop.deals/offer5495,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=3451,spam
You have received a new voicemail. Listen now: Call 8441295500,spam
Congratulations! You've won a prize worth $9267. Claim now at http://bit.ly/prize317,spam
Congratulations! You've won a prize worth $3019. Claim now at http://bit.ly/prize318,spam
Exclusive offer! Get 50% off all products. Use code SALE655 at checkout. Shop now: http://shop.deals/offer9590,spam
Congratulations! You've won a prize worth $1666. Claim now at http://bit.ly/prize320,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=7102,spam
You have received a new voicemail. Listen now: Call 9187974379,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide323,spam
Congratulations! You've won a prize worth $3284. Claim now at http://bit.ly/prize324,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=7628,spam
Click here to claim your free gift: http://freegift.com/offer4238. Limited time offer!,spam
You've been selected for a government grant of $24530. Call 9053330221 to claim.,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=7405,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=8953,spam
You have received a new voicemail. Listen now: Call 9797072580,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=5285,spam
You've been selected for a government grant of $22535. Call 9966743878 to claim.,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain6641,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=3307,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=6680,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain1803,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=4322,spam
You've been selected for a government grant of $32117. Call 8677710954 to claim.,spam
Click here to claim your free gift: http://freegift.com/offer4475. Limited time offer!,spam
You have received a new voicemail. Listen now: Call 8456556902,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=6063,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain7707,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain8073,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=9398,spam
Exclusive offer! Get 50% off all products. Use code SALE493 at checkout. Shop now: http://shop.deals/offer3296,spam
You've been selected for a government grant of $25123. Call 8616546425 to claim.,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=3053,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain5220,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=7341,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide350,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain5201,spam
Exclusive offer! Get 50% off all products. Use code SALE1240 at checkout. Shop now: http://shop.deals/offer6297,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide353,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=7992,spam
Earn $1284 per hour working from home! Apply now: http://workathome.biz/job9232,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=1900,spam
You've been selected for a government grant of $22682. Call 9317808122 to claim.,spam
Congratulations! You've won a prize worth $1409. Claim now at http://bit.ly/prize358,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain1632,spam
You've been selected for a government grant of $24139. Call 8236756960 to claim.,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=6112,spam
Exclusive offer! Get 50% off all products. Use code SALE701 at checkout. Shop now: http://shop.deals/offer6720,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide363,spam
Congratulations! You've won a prize worth $9795. Claim now at http://bit.ly/prize364,spam
Exclusive offer! Get 50% off all products. Use code SALE471 at checkout. Shop now: http://shop.deals/offer5143,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=2990,spam
Exclusive offer! Get 50% off all products. Use code SALE610 at checkout. Shop now: http://shop.deals/offer3262,spam
Click here to claim your free gift: http://freegift.com/offer3747. Limited time offer!,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=7723,spam
Click here to claim your free gift: http://freegift.com/offer9961. Limited time offer!,spam
You have received a new voicemail. Listen now: Call 8323301688,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=10358,spam
Click here to claim your free gift: http://freegift.com/offer4583. Limited time offer!,spam
Congratulations! You've won a prize worth $6190. Claim now at http://bit.ly/prize374,spam
You've been selected for a government grant of $13862. Call 8816070597 to claim.,spam
Congratulations! You've won a prize worth $1984. Claim now at http://bit.ly/prize376,spam
Your subscription is expiring. Renew today to avoid interruption: http://renew.service.com/id=3495,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain7319,spam
You have received a new voicemail. Listen now: Call 8234552386,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide380,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain8193,spam
Earn $1045 per hour working from home! Apply now: http://workathome.biz/job6040,spam
Click here to claim your free gift: http://freegift.com/offer5785. Limited time offer!,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=5649,spam
Click here to claim your free gift: http://freegift.com/offer6128. Limited time offer!,spam
Congratulations! You've won a prize worth $4926. Claim now at http://bit.ly/prize386,spam
You've been selected for a government grant of $48416. Call 8471838783 to claim.,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide388,spam
FINAL WARNING: Your package delivery failed. Reschedule here: http://track.delivery.co/pkg=9707,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=5589,spam
Limited time only! Invest in crypto and get 10x returns. Join: http://crypto.invest/gain9867,spam
Earn $1351 per hour working from home! Apply now: http://workathome.biz/job6793,spam
URGENT: Your account has been compromised. Verify immediately: http://security.verify.net/id=2022,spam
Congratulations! You've won a prize worth $3316. Claim now at http://bit.ly/prize394,spam
Earn $1021 per hour working from home! Apply now: http://workathome.biz/job1513,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide396,spam
Exclusive offer! Get 50% off all products. Use code SALE1021 at checkout. Shop now: http://shop.deals/offer7770,spam
You have received a new voicemail. Listen now: Call 8684575865,spam
Click here to claim your free gift: http://freegift.com/offer5195. Limited time offer!,spam
New scam alert! Protect yourself from fraud with our exclusive guide: http://protect.fraud/guide400,spam
